rmse,filenumber
processed_cgm_data_Subject45,27.214483
processed_cgm_data_Subject49,22.812458
processed_cgm_data_Subject44,20.32539
processed_cgm_data_Subject53,26.0036
processed_cgm_data_Subject47,19.919394
processed_cgm_data_Subject50,19.742142
processed_cgm_data_Subject46,23.798605
processed_cgm_data_Subject51,26.791985
processed_cgm_data_Subject54,21.590937
processed_cgm_data_Subject48,22.969309
