rmse,filenumber
processed_cgm_data_Subject33,27.193275
processed_cgm_data_Subject27,25.979572
processed_cgm_data_Subject26,28.484608
processed_cgm_data_Subject23,31.82467
processed_cgm_data_Subject22,20.21801
processed_cgm_data_Subject28,19.387556
processed_cgm_data_Subject29,20.518261
processed_cgm_data_Subject25,21.459803
processed_cgm_data_Subject32,28.509422
processed_cgm_data_Subject30,23.800074
processed_cgm_data_Subject24,32.578438
processed_cgm_data_Subject31,18.020836
