rmse,filenumber
processed_cgm_data_Subject35,29.11927
processed_cgm_data_Subject33,26.317326
processed_cgm_data_Subject44,21.151442
processed_cgm_data_Subject38,24.176054
processed_cgm_data_Subject42,19.121368
processed_cgm_data_Subject40,28.603212
processed_cgm_data_Subject37,25.829388
processed_cgm_data_Subject36,23.433641
processed_cgm_data_Subject39,21.01399
processed_cgm_data_Subject43,29.970137
processed_cgm_data_Subject41,21.50429
processed_cgm_data_Subject34,23.454912
