rmse,filenumber
processed_cgm_data_Subject45,25.864243
processed_cgm_data_Subject49,22.13401
processed_cgm_data_Subject44,19.932545
processed_cgm_data_Subject53,25.642563
processed_cgm_data_Subject47,19.015713
processed_cgm_data_Subject50,21.28074
processed_cgm_data_Subject46,23.986734
processed_cgm_data_Subject51,26.675884
processed_cgm_data_Subject54,20.213037
processed_cgm_data_Subject48,22.692019
