rmse,filenumber
processed_cgm_data_Subject33,27.32228
processed_cgm_data_Subject27,26.198671
processed_cgm_data_Subject26,30.286337
processed_cgm_data_Subject23,33.451202
processed_cgm_data_Subject22,21.167593
processed_cgm_data_Subject28,19.470495
processed_cgm_data_Subject29,21.074596
processed_cgm_data_Subject25,22.065924
processed_cgm_data_Subject32,29.393394
processed_cgm_data_Subject30,25.093967
processed_cgm_data_Subject24,32.974148
processed_cgm_data_Subject31,18.721762
