rmse,filenumber
processed_cgm_data_Subject11,30.360373
processed_cgm_data_Subject8,35.690563
processed_cgm_data_Subject6,20.516836
processed_cgm_data_Subject5,18.56046
processed_cgm_data_Subject10,31.729874
processed_cgm_data_Subject3,19.575066
processed_cgm_data_Subject7,25.882692
processed_cgm_data_Subject4,22.152006
processed_cgm_data_Subject9,24.88435
processed_cgm_data_Subject1,19.259546
processed_cgm_data_Subject2,24.711756
