rmse,filenumber
processed_cgm_data_Subject15,26.948557
processed_cgm_data_Subject11,32.369156
processed_cgm_data_Subject13,18.625877
processed_cgm_data_Subject22,23.407423
processed_cgm_data_Subject16,33.454163
processed_cgm_data_Subject20,28.325867
processed_cgm_data_Subject18,24.284485
processed_cgm_data_Subject12,31.602716
processed_cgm_data_Subject14,35.454964
processed_cgm_data_Subject17,31.73568
processed_cgm_data_Subject21,23.986092
processed_cgm_data_Subject19,31.195065
