rmse,filenumber
processed_cgm_data_Subject35,29.162874
processed_cgm_data_Subject33,30.14374
processed_cgm_data_Subject44,20.934155
processed_cgm_data_Subject38,23.253532
processed_cgm_data_Subject42,18.899061
processed_cgm_data_Subject40,28.903107
processed_cgm_data_Subject37,27.116898
processed_cgm_data_Subject36,26.563894
processed_cgm_data_Subject39,19.54356
processed_cgm_data_Subject43,30.257858
processed_cgm_data_Subject41,21.981663
processed_cgm_data_Subject34,28.716064
