rmse,filenumber
processed_cgm_data_Subject35,33.25025
processed_cgm_data_Subject33,31.95584
processed_cgm_data_Subject44,20.848639
processed_cgm_data_Subject38,24.08838
processed_cgm_data_Subject42,21.054152
processed_cgm_data_Subject40,31.751122
processed_cgm_data_Subject37,26.909533
processed_cgm_data_Subject36,25.380722
processed_cgm_data_Subject39,21.446226
processed_cgm_data_Subject43,34.919895
processed_cgm_data_Subject41,25.093428
processed_cgm_data_Subject34,26.391987
