rmse,filenumber
processed_cgm_data_Subject33,27.746332
processed_cgm_data_Subject34,23.904106
processed_cgm_data_Subject35,30.13986
processed_cgm_data_Subject36,24.061808
processed_cgm_data_Subject37,26.757685
processed_cgm_data_Subject38,25.21717
processed_cgm_data_Subject39,22.298119
processed_cgm_data_Subject40,30.042673
processed_cgm_data_Subject41,23.339891
processed_cgm_data_Subject42,20.572147
processed_cgm_data_Subject43,31.087599
processed_cgm_data_Subject44,22.862883
