rmse,filenumber
processed_cgm_data_Subject44,19.717321
processed_cgm_data_Subject45,25.625202
processed_cgm_data_Subject46,24.747053
processed_cgm_data_Subject47,18.74893
processed_cgm_data_Subject48,23.169952
processed_cgm_data_Subject49,22.079088
processed_cgm_data_Subject50,22.973986
processed_cgm_data_Subject51,27.057083
processed_cgm_data_Subject53,25.622753
processed_cgm_data_Subject54,19.689938
