rmse,filenumber
processed_cgm_data_Subject11,72.56921
processed_cgm_data_Subject8,79.17245
processed_cgm_data_Subject6,55.327972
processed_cgm_data_Subject5,55.935246
processed_cgm_data_Subject10,70.50263
processed_cgm_data_Subject3,59.003204
processed_cgm_data_Subject7,67.1638
processed_cgm_data_Subject4,58.92786
processed_cgm_data_Subject9,61.171333
processed_cgm_data_Subject1,53.806576
processed_cgm_data_Subject2,66.39525
