rmse,filenumber
processed_cgm_data_Subject33,40.679047
processed_cgm_data_Subject27,34.461987
processed_cgm_data_Subject26,39.980446
processed_cgm_data_Subject23,44.852364
processed_cgm_data_Subject22,28.832273
processed_cgm_data_Subject28,25.90179
processed_cgm_data_Subject29,31.697199
processed_cgm_data_Subject25,31.680277
processed_cgm_data_Subject32,41.93864
processed_cgm_data_Subject30,35.384357
processed_cgm_data_Subject24,49.1907
processed_cgm_data_Subject31,26.716488
