rmse,filenumber
processed_cgm_data_Subject15,30.018429
processed_cgm_data_Subject11,34.79051
processed_cgm_data_Subject13,20.849146
processed_cgm_data_Subject22,25.764147
processed_cgm_data_Subject16,40.192978
processed_cgm_data_Subject20,31.017338
processed_cgm_data_Subject18,26.51205
processed_cgm_data_Subject12,34.853245
processed_cgm_data_Subject14,48.595394
processed_cgm_data_Subject17,34.192955
processed_cgm_data_Subject21,26.145056
processed_cgm_data_Subject19,36.029697
