rmse,filenumber
processed_cgm_data_Subject11,34.50804
processed_cgm_data_Subject12,34.333614
processed_cgm_data_Subject13,19.305115
processed_cgm_data_Subject14,46.825085
processed_cgm_data_Subject15,28.820799
processed_cgm_data_Subject16,38.71426
processed_cgm_data_Subject17,35.826607
processed_cgm_data_Subject18,26.790863
processed_cgm_data_Subject19,35.338722
processed_cgm_data_Subject20,30.21006
processed_cgm_data_Subject21,24.442127
processed_cgm_data_Subject22,25.773302
