rmse,filenumber
processed_cgm_data_Subject1,20.76248
processed_cgm_data_Subject10,33.573112
processed_cgm_data_Subject11,31.454462
processed_cgm_data_Subject2,25.956062
processed_cgm_data_Subject3,20.475021
processed_cgm_data_Subject4,21.574759
processed_cgm_data_Subject5,19.837742
processed_cgm_data_Subject6,21.24382
processed_cgm_data_Subject7,29.88764
processed_cgm_data_Subject8,37.950714
processed_cgm_data_Subject9,26.291782
