rmse,filenumber
processed_cgm_data_Subject33,26.541092
processed_cgm_data_Subject34,24.558601
processed_cgm_data_Subject35,28.163591
processed_cgm_data_Subject36,23.495634
processed_cgm_data_Subject37,25.48236
processed_cgm_data_Subject38,22.674454
processed_cgm_data_Subject39,19.429451
processed_cgm_data_Subject40,27.641426
processed_cgm_data_Subject41,20.458126
processed_cgm_data_Subject42,17.61512
processed_cgm_data_Subject43,29.02223
processed_cgm_data_Subject44,20.082607
