rmse,filenumber
1636,15.619727
1459,21.396223
1484,21.030834
1558,29.9658
1689,19.903198
1650,17.072193
1503,20.143145
1726,16.271534
1695,20.170574
1683,20.413847
1554,23.687603
1722,19.038015
