rmse,filenumber
1636,15.489486
1459,21.087564
1484,20.883057
1558,29.289268
1689,19.911278
1650,16.435953
1503,19.78353
1726,16.108313
1695,19.342709
1683,19.991499
1554,23.256071
1722,18.725163
