rmse,filenumber
processed_cgm_data_Subject44,19.87868
processed_cgm_data_Subject45,26.314404
processed_cgm_data_Subject46,24.338024
processed_cgm_data_Subject47,19.130266
processed_cgm_data_Subject48,23.028307
processed_cgm_data_Subject49,22.694471
processed_cgm_data_Subject50,21.477924
processed_cgm_data_Subject51,26.94085
processed_cgm_data_Subject53,25.939707
processed_cgm_data_Subject54,20.51202
