rmse,filenumber
1636,18.520672
1459,23.796535
1484,22.419165
1558,31.479048
1689,21.91364
1650,20.440153
1503,22.652828
1726,19.040833
1695,23.258493
1683,22.93066
1554,26.11604
1722,21.52399
