rmse,filenumber
248,14.825977
24,20.627434
1,26.613148
152,23.014954
187,24.419203
11,16.752483
173,19.378275
103,12.269642
115,23.213694
18,21.14405
25,26.002327
144,19.414782
114,20.476002
