rmse,filenumber
1239,15.491023
1230,16.722605
1345,19.89785
1271,24.303898
1211,23.55561
1201,18.026014
1343,13.769898
1286,14.629011
1205,20.197523
1219,16.298223
1330,21.061493
1336,24.420427
1311,18.617218
1348,33.28399
