rmse,filenumber
processed_cgm_data_Subject44,20.729637
processed_cgm_data_Subject45,27.505919
processed_cgm_data_Subject46,23.861252
processed_cgm_data_Subject47,20.309612
processed_cgm_data_Subject48,23.227781
processed_cgm_data_Subject49,23.225094
processed_cgm_data_Subject50,20.13213
processed_cgm_data_Subject51,26.98798
processed_cgm_data_Subject53,26.439192
processed_cgm_data_Subject54,21.920597
