rmse,filenumber
processed_cgm_data_Subject15,28.485123
processed_cgm_data_Subject11,34.003075
processed_cgm_data_Subject13,18.97724
processed_cgm_data_Subject22,25.358753
processed_cgm_data_Subject16,38.22398
processed_cgm_data_Subject20,29.866955
processed_cgm_data_Subject18,26.24156
processed_cgm_data_Subject12,33.979588
processed_cgm_data_Subject14,45.444508
processed_cgm_data_Subject17,35.139706
processed_cgm_data_Subject21,24.176651
processed_cgm_data_Subject19,34.949207
