rmse,filenumber
processed_cgm_data_Subject11,33.183918
processed_cgm_data_Subject8,40.409344
processed_cgm_data_Subject6,22.59886
processed_cgm_data_Subject5,22.156332
processed_cgm_data_Subject10,36.584915
processed_cgm_data_Subject3,24.260485
processed_cgm_data_Subject7,35.620735
processed_cgm_data_Subject4,23.28306
processed_cgm_data_Subject9,28.226612
processed_cgm_data_Subject1,24.255268
processed_cgm_data_Subject2,28.251516
