rmse,filenumber
processed_cgm_data_Subject11,32.591846
processed_cgm_data_Subject12,32.008175
processed_cgm_data_Subject13,18.584131
processed_cgm_data_Subject14,41.215725
processed_cgm_data_Subject15,26.987648
processed_cgm_data_Subject16,35.60656
processed_cgm_data_Subject17,32.557426
processed_cgm_data_Subject18,24.221956
processed_cgm_data_Subject19,32.01486
processed_cgm_data_Subject20,28.786175
processed_cgm_data_Subject21,23.771034
processed_cgm_data_Subject22,23.135658
