rmse,filenumber
processed_cgm_data_Subject1,21.238804
processed_cgm_data_Subject10,33.66482
processed_cgm_data_Subject11,31.551836
processed_cgm_data_Subject2,26.19418
processed_cgm_data_Subject3,21.068718
processed_cgm_data_Subject4,21.905582
processed_cgm_data_Subject5,19.927494
processed_cgm_data_Subject6,21.330357
processed_cgm_data_Subject7,30.005688
processed_cgm_data_Subject8,37.9175
processed_cgm_data_Subject9,26.443857
