rmse,filenumber
processed_cgm_data_Subject1,20.642687
processed_cgm_data_Subject10,33.110916
processed_cgm_data_Subject11,31.267006
processed_cgm_data_Subject2,25.349344
processed_cgm_data_Subject3,20.4715
processed_cgm_data_Subject4,21.900251
processed_cgm_data_Subject5,19.420586
processed_cgm_data_Subject6,21.109148
processed_cgm_data_Subject7,29.186089
processed_cgm_data_Subject8,37.487476
processed_cgm_data_Subject9,26.013674
