rmse,filenumber
processed_cgm_data_Subject15,26.868889
processed_cgm_data_Subject11,32.107788
processed_cgm_data_Subject13,19.109682
processed_cgm_data_Subject22,21.299732
processed_cgm_data_Subject16,31.727701
processed_cgm_data_Subject20,27.991554
processed_cgm_data_Subject18,22.430155
processed_cgm_data_Subject12,31.352543
processed_cgm_data_Subject14,32.121246
processed_cgm_data_Subject17,29.26608
processed_cgm_data_Subject21,24.753225
processed_cgm_data_Subject19,28.122046
