rmse,filenumber
processed_cgm_data_Subject11,31.348913
processed_cgm_data_Subject8,37.930984
processed_cgm_data_Subject6,21.14002
processed_cgm_data_Subject5,19.74806
processed_cgm_data_Subject10,33.650322
processed_cgm_data_Subject3,21.502573
processed_cgm_data_Subject7,30.183975
processed_cgm_data_Subject4,21.986948
processed_cgm_data_Subject9,26.467773
processed_cgm_data_Subject1,21.34946
processed_cgm_data_Subject2,25.86474
