rmse,filenumber
248,14.242819
24,19.854734
1,24.72989
152,22.802761
187,22.257338
11,17.457943
173,18.644854
103,10.832535
115,22.196674
18,20.226856
25,23.254438
144,17.165453
114,19.122023
