rmse,filenumber
1459,22.099913
1363,19.60509
1422,20.856134
1377,20.466051
1408,24.831036
1362,17.907461
1435,15.939903
1361,20.928286
1381,19.076708
1457,22.950191
1348,30.304052
1427,23.987572
1433,22.947287
1386,23.267126
