rmse,filenumber
1015,11.268002
248,14.697937
252,21.288525
1201,18.363583
1082,17.268862
1115,21.802132
1139,20.561779
1194,15.394571
1171,20.700146
1043,19.13888
1010,22.165018
1143,16.882088
1121,24.506084
1127,18.382261
