rmse,filenumber
1015,11.616647
248,14.961027
252,21.524712
1201,18.583603
1082,17.580202
1115,21.678612
1139,20.98073
1194,15.555199
1171,20.918987
1043,19.338617
1010,22.169233
1143,16.91164
1121,24.632477
1127,18.54573
