rmse,filenumber
1015,11.092357
248,14.304725
252,20.385857
1201,17.80132
1082,16.361298
1115,25.011017
1139,21.026703
1194,15.014776
1171,20.72277
1043,18.904654
1010,22.185137
1143,17.798569
1121,23.918947
1127,17.925068
