rmse,filenumber
248,15.468817
24,20.730755
1,26.65167
152,23.71069
187,24.685328
11,16.763351
173,19.568628
103,12.707144
115,23.757744
18,21.562181
25,27.635103
144,19.544727
114,21.610764
