rmse,filenumber
248,14.6064005
24,20.392403
1,25.945597
152,23.25633
187,24.150133
11,16.857971
173,19.363194
103,11.641809
115,23.341751
18,20.992851
25,26.705217
144,18.68609
114,20.656881
