rmse,filenumber
248,14.907808
24,20.739107
1,26.451313
152,23.71242
187,24.69724
11,16.701424
173,19.507542
103,11.984783
115,23.670652
18,21.508253
25,27.307858
144,19.139233
114,21.151789
